Longitude,Latitude,Day_of_Week,Local_Authority_(District),1st_Road_Class,1st_Road_Number,Speed_limit,Year,Cluster,Day_of_year,Hour
-0.070049,51.515852,6,5,3,11,30,2013,129,277,15
-0.052554,51.520509,5,5,3,11,30,2013,142,241,10
-0.056482,51.519675,6,5,3,11,30,2013,124,277,7
-0.023134,51.527481,6,5,3,11,30,2013,144,270,20
-0.028291,51.51156,6,5,3,1206,30,2013,468,284,8
-0.056478,51.519764,4,5,3,11,30,2013,124,289,14
-0.052266,51.520504,3,5,3,11,30,2013,142,281,16
-0.066819,51.517238,6,5,3,11,30,2013,125,291,23
-0.053406,51.514048,3,5,3,13,30,2013,120,288,0
-0.025751,51.526985,5,5,3,11,30,2013,455,290,4
-0.056478,51.519764,4,5,3,11,30,2013,124,282,19
-0.063025,51.518344,3,5,3,11,30,2013,127,288,8
-0.057371,51.532639,3,5,3,107,30,2013,132,288,18
-0.07332,51.516895,5,5,3,1202,30,2013,141,297,11
-0.034927,51.524801,1,5,3,1205,30,2013,128,300,22
-0.056482,51.519675,3,5,3,11,30,2013,124,295,22
-0.034635,51.524886,4,5,3,11,30,2013,128,261,17
-0.029775,51.517251,6,5,3,1205,30,2013,140,298,17
-0.053402,51.514138,6,5,3,13,30,2013,120,298,0
-0.048824,51.513342,4,5,3,13,30,2013,137,296,18
-0.053258,51.514136,3,5,3,13,30,2013,120,302,16
-0.056186,51.51985,5,5,3,11,30,2013,124,304,8
-0.041499,51.512771,4,5,3,13,30,2013,134,303,7
-0.014537,51.529584,4,5,3,11,30,2013,131,303,14
-0.034927,51.524801,5,5,3,1205,30,2013,128,297,7
-0.069461,51.516112,1,5,3,11,30,2013,129,314,2
-0.021682,51.527726,4,5,3,11,30,2013,126,310,22
-0.053258,51.514136,6,5,3,13,30,2013,120,319,21
-0.042315,51.510536,4,5,3,1203,30,2013,286,310,16
-0.034632,51.524976,5,5,3,11,30,2013,128,318,1
-0.056482,51.519675,6,5,3,11,30,2013,124,312,21
-0.053554,51.513961,3,5,5,0,30,2013,120,316,16
-0.062029,51.514641,7,5,3,13,30,2013,122,327,6
-0.014685,51.529496,2,5,3,11,30,2013,131,315,18
-0.069465,51.516022,3,5,3,11,30,2013,129,323,8
-0.021682,51.527726,7,5,3,11,30,2013,126,327,9
-0.05558,51.527304,6,5,3,107,30,2013,136,312,15
-0.05633,51.519852,1,5,3,11,30,2013,124,328,7
-0.029923,51.517163,5,5,4,140,30,2013,140,332,16
-0.055728,51.527216,5,5,3,107,30,2013,136,339,6
-0.064333,51.514679,5,5,3,13,30,2013,121,339,10
-0.063169,51.518346,7,5,3,11,30,2013,127,320,0
-0.02183,51.527638,2,5,3,11,30,2013,126,343,16
-0.069901,51.515939,3,5,3,11,30,2013,129,316,17
-0.063025,51.518344,7,5,3,11,30,2013,127,355,16
-0.022558,51.527471,4,5,3,11,30,2013,144,331,11
-0.014533,51.529673,5,5,3,11,30,2013,131,360,13
-0.040291,51.530826,5,5,3,1205,30,2013,133,360,19
-0.073934,51.509171,5,5,3,100,30,2013,17,353,19
-0.064846,51.526378,7,5,3,1209,30,2013,138,334,14
-0.053546,51.51414,4,5,3,13,30,2013,120,345,20
-0.046299,51.521844,5,5,3,11,30,2013,130,346,19
-0.03492,51.524981,6,5,3,11,30,2013,128,354,20
-0.045722,51.521834,4,5,3,11,30,2013,130,352,22
-0.034924,51.524891,7,5,3,11,30,2013,128,362,12
-0.073942,51.508991,6,5,3,100,30,2013,17,319,17
-0.002953,51.580106,4,13,3,104,30,2013,145,9,18
-0.01268,51.575505,2,13,3,104,30,2013,146,14,8
-0.035297,51.566444,4,13,3,104,30,2013,149,37,9
-0.02928,51.568771,5,13,3,104,30,2013,150,45,7
-0.01298,51.575241,2,13,3,104,30,2013,146,70,19
-0.004905,51.59156,5,13,3,503,30,2013,148,80,21
-0.017205,51.600851,6,13,4,179,30,2013,456,102,21
-0.02532,51.570233,2,13,3,104,30,2013,147,119,9
-0.035149,51.566531,7,13,3,104,30,2013,149,138,10
-0.02928,51.568771,6,13,3,104,30,2013,150,144,13
-0.025028,51.570318,1,13,3,104,30,2013,147,153,17
-0.017683,51.589888,6,13,3,112,30,2013,151,165,19
-0.017242,51.590061,5,13,3,503,30,2013,151,87,10
-0.017334,51.601213,4,13,3,406,30,2013,456,163,17
-0.004905,51.59156,4,13,3,503,30,2013,148,170,17
-0.005053,51.591473,5,13,3,503,30,2013,148,192,15
-0.029428,51.568683,7,13,3,104,30,2013,150,180,22
-0.02958,51.568506,5,13,6,0,30,2013,150,178,16
-0.002953,51.580106,7,13,3,104,30,2013,145,194,8
-0.025468,51.570146,1,13,3,104,30,2013,147,202,0
-0.012984,51.575151,6,13,3,104,30,2013,146,200,23
-0.035441,51.566446,5,13,3,104,30,2013,149,199,20
-0.017045,51.601208,1,13,3,406,30,2013,456,230,11
-0.017386,51.590063,6,13,3,503,30,2013,151,228,21
-0.025461,51.570325,1,13,3,1006,30,2013,147,237,14
-0.017371,51.590423,3,13,3,112,30,2013,151,232,15
-0.005041,51.591742,7,13,4,160,30,2013,148,250,11
-0.02928,51.568771,4,13,3,104,30,2013,150,261,8
-0.017342,51.601034,4,13,3,406,30,2013,456,261,21
-0.016957,51.589966,3,13,3,503,30,2013,151,260,11
-0.025176,51.570231,4,13,3,104,30,2013,147,268,18
-0.017671,51.590158,5,13,3,503,30,2013,151,269,10
-0.012976,51.57533,4,13,3,112,30,2013,146,275,14
-0.029136,51.568768,4,13,3,104,30,2013,150,268,17
-0.034856,51.566616,3,13,3,104,30,2013,149,288,18
-0.012832,51.575328,4,13,3,104,30,2013,146,303,7
-0.01298,51.575241,4,13,3,104,30,2013,146,303,8
-0.004913,51.591381,6,13,4,160,30,2013,148,312,23
-0.017379,51.590243,5,13,3,112,30,2013,151,325,12
-0.005486,51.59148,6,13,3,503,30,2013,148,333,20
-0.017193,51.601121,7,13,3,406,50,2013,456,341,15
-0.017193,51.601121,1,13,3,406,50,2013,456,349,14
-0.004757,51.591648,3,13,3,503,30,2013,148,351,8
-0.025465,51.570235,3,13,3,104,30,2013,147,351,9
0.044376,51.576593,3,14,3,12,30,2013,157,29,15
0.083928,51.573559,2,14,3,12,30,2013,153,70,7
0.11724,51.582315,2,14,3,12,50,2013,156,63,11
0.117668,51.582218,4,14,3,12,30,2013,156,44,10
0.066434,51.556962,2,14,3,118,30,2013,155,70,19
0.117375,51.582133,1,14,4,177,30,2013,156,76,16
0.083775,51.573382,6,14,3,12,30,2013,153,81,21
0.117528,51.58231,1,14,3,12,40,2013,156,97,8
0.066434,51.556962,6,14,3,118,30,2013,155,109,17
0.05996,51.576501,3,14,3,12,30,2013,291,120,19
0.044376,51.576593,5,14,3,12,30,2013,157,122,8
0.060104,51.576498,2,14,3,12,30,2013,291,147,19
0.066582,51.557049,4,14,3,118,30,2013,155,142,7
0.06643,51.556872,2,14,3,118,30,2013,155,161,17
0.117367,51.581953,6,14,4,177,30,2013,156,165,15
0.084072,51.573557,5,14,3,12,30,2013,153,164,18
0.083635,51.573474,4,14,3,12,40,2013,153,177,21
0.083639,51.573564,6,14,3,12,30,2013,153,200,13
0.044376,51.576593,6,14,3,12,30,2013,157,207,5
0.117528,51.58231,6,14,3,12,50,2013,156,214,21
0.044372,51.576503,7,14,3,12,30,2013,157,222,21
0.110453,51.5667,3,14,3,118,30,2013,152,239,10
0.06643,51.556872,6,14,3,118,30,2013,155,249,22
0.083619,51.573115,1,14,5,0,30,2013,153,258,6
0.11724,51.582315,5,14,3,12,30,2013,156,269,18
0.083487,51.573387,1,14,3,12,30,2013,153,272,0
0.066282,51.556785,7,14,3,118,30,2013,155,278,13
0.083627,51.573295,6,14,5,0,30,2013,153,284,8
0.117668,51.582218,7,14,3,12,50,2013,156,243,15
0.066286,51.556875,4,14,3,118,30,2013,155,268,9
0.083639,51.573564,7,14,3,12,30,2013,153,320,8
0.083784,51.573562,2,14,3,12,30,2013,153,322,8
0.110598,51.566697,6,14,3,118,30,2013,152,340,21
0.044376,51.576593,7,14,3,406,30,2013,157,341,22
0.110445,51.56652,2,14,4,177,30,2013,152,357,17
0.043952,51.57678,6,14,3,406,30,2013,157,354,21
0.044372,51.576503,1,14,3,12,30,2013,157,356,6
0.165138,51.581801,4,15,3,12,50,2013,159,9,9
0.212441,51.592789,4,15,3,12,30,2013,162,23,19
0.212441,51.592789,5,15,3,12,30,2013,162,10,14
0.164702,51.581719,5,15,3,12,50,2013,159,24,17
0.169946,51.525146,2,15,3,1306,30,2013,158,14,22
0.212419,51.59234,7,15,3,118,30,2013,160,61,12
0.212441,51.592789,3,15,3,12,30,2013,162,50,9
0.212283,51.592522,1,15,3,12,30,2013,160,76,16
0.212852,51.592332,3,15,3,127,30,2013,160,64,17
0.172865,51.586424,1,15,3,12,30,2013,161,62,23
0.164702,51.581719,6,15,3,12,30,2013,159,74,18
0.213298,51.592593,7,15,3,12,40,2013,162,110,22
0.213149,51.592506,6,15,3,12,30,2013,162,130,18
0.164998,51.581893,4,15,3,12,30,2013,159,142,17
0.212707,51.592335,2,15,3,127,30,2013,160,154,15
0.164702,51.581719,6,15,3,12,40,2013,159,116,17
0.231615,51.598092,1,15,3,12,50,2013,457,160,17
0.231912,51.598266,5,15,3,12,50,2013,457,164,10
0.172568,51.58625,5,15,3,12,30,2013,161,171,20
0.172852,51.586155,2,15,3,125,30,2013,161,182,15
0.173014,51.586512,6,15,3,12,50,2013,161,200,17
0.172861,51.586335,4,15,3,12,50,2013,161,191,20
0.213018,51.592778,5,15,3,12,30,2013,162,255,8
0.165138,51.581801,6,15,3,12,30,2013,159,277,17
0.169802,51.525149,1,15,3,1306,30,2013,158,279,14
0.213018,51.592778,7,15,3,12,30,2013,162,278,18
0.212707,51.592335,6,15,3,127,30,2013,160,284,17
0.164846,51.581716,6,15,3,12,30,2013,159,284,20
0.213026,51.592958,6,15,5,0,30,2013,162,291,18
0.169946,51.525146,7,15,3,1306,30,2013,158,285,18
0.173014,51.586512,2,15,3,12,50,2013,161,301,12
0.231475,51.598184,3,15,3,12,30,2013,457,288,8
0.213153,51.592596,4,15,3,12,30,2013,162,310,9
0.172861,51.586335,7,15,3,12,30,2013,161,306,20
0.212419,51.59234,6,15,3,118,30,2013,160,326,22
0.172725,51.586517,6,15,3,12,50,2013,161,340,19
0.172725,51.586517,1,15,3,12,50,2013,161,349,7
0.169946,51.525146,2,15,3,1306,30,2013,158,329,5
0.038112,51.530119,6,17,3,124,20,2013,166,32,23
-0.005653,51.534918,3,17,3,11,30,2013,165,50,1
0.059152,51.520309,1,17,3,13,30,2013,163,48,16
0.009112,51.54276,5,17,4,164,30,2013,169,59,8
0.05872,51.520317,2,17,3,13,30,2013,163,63,13
0.05872,51.520317,6,17,3,13,30,2013,163,60,16
0.037536,51.530129,5,17,3,124,30,2013,166,59,8
0.031217,51.546876,4,17,3,118,30,2013,168,72,18
0.054101,51.532988,5,17,3,124,30,2013,164,66,20
0.058576,51.520319,5,17,3,13,30,2013,163,73,17
0.037824,51.530124,1,17,3,124,30,2013,166,76,22
-0.005933,51.535103,5,17,3,11,30,2013,165,87,12
0.054245,51.532985,5,17,3,124,30,2013,164,101,5
0.054101,51.532988,1,17,3,124,30,2013,164,76,22
0.059148,51.520219,2,17,3,13,30,2013,163,84,17
0.03768,51.530127,1,17,3,124,30,2013,166,104,10
-0.004145,51.536422,6,17,3,11,30,2013,170,109,19
0.037968,51.530122,7,17,3,124,30,2013,166,103,15
0.059,51.520132,6,17,3,117,30,2013,163,130,16
0.047536,51.550549,6,17,3,117,30,2013,171,130,10
0.029132,51.525958,6,17,3,112,30,2013,167,130,22
0.054241,51.532895,1,17,3,124,30,2013,164,132,1
0.029268,51.525776,1,17,3,112,30,2013,167,139,15
0.054385,51.532893,7,17,3,117,30,2013,164,89,20
0.028996,51.526141,2,17,3,112,30,2013,167,154,14
-0.004293,51.536334,2,17,3,115,30,2013,170,168,18
0.047396,51.550641,7,17,3,118,30,2013,171,180,11
0.058996,51.520042,5,17,3,117,30,2013,163,178,9
0.037528,51.52995,3,17,5,0,30,2013,166,183,15
0.04754,51.550639,1,17,3,118,30,2013,171,153,23
0.028828,51.525604,3,17,3,124,30,2013,167,190,16
0.008964,51.542673,5,17,3,118,30,2013,169,192,17
0.009388,51.542485,1,17,4,164,30,2013,169,181,5
0.059016,51.520491,2,17,3,13,30,2013,163,189,22
0.037828,51.530214,4,17,4,167,30,2013,166,191,11
0.009116,51.54285,4,17,4,164,30,2013,169,184,8
0.001964,51.540904,3,17,3,11,30,2013,469,197,19
-0.005645,51.535098,3,17,3,11,30,2013,165,211,21
-0.005785,51.53519,2,17,3,11,30,2013,165,224,13
0.059152,51.520309,3,17,3,13,30,2013,163,232,18
0.04754,51.550639,4,17,3,118,30,2013,171,240,22
0.009108,51.54267,7,17,3,118,30,2013,169,250,7
0.001668,51.540729,6,17,3,11,30,2013,469,242,10
0.001668,51.540729,4,17,3,11,30,2013,469,254,3
0.009252,51.542668,6,17,3,118,30,2013,169,256,12
0.047688,51.550726,5,17,3,118,30,2013,171,269,16
0.054533,51.53298,2,17,3,124,30,2013,164,266,17
-0.004441,51.536247,7,17,3,11,30,2013,170,271,21
0.02928,51.526046,5,17,3,112,30,2013,167,241,21
0.009544,51.542753,2,17,3,118,30,2013,169,273,6
0.058568,51.52014,6,17,3,13,30,2013,163,284,7
0.030928,51.546881,5,17,3,118,30,2013,168,283,17
0.031217,51.546876,5,17,3,118,30,2013,168,283,14
0.04768,51.550546,2,17,3,118,30,2013,171,294,8
0.009108,51.54267,1,17,3,118,30,2013,169,293,14
0.054245,51.532985,3,17,3,117,30,2013,164,302,16
0.028828,51.525604,3,17,3,124,30,2013,167,218,9
0.029272,51.525866,7,17,3,124,30,2013,167,306,23
0.001668,51.540729,3,17,3,11,30,2013,469,260,13
-0.005789,51.535101,5,17,3,11,30,2013,165,304,17
0.037828,51.530214,7,17,4,167,30,2013,166,327,13
0.054525,51.532801,3,17,3,117,30,2013,164,330,11
0.03768,51.530127,7,17,3,124,30,2013,166,334,9
0.047532,51.550459,3,17,3,117,30,2013,171,337,15
0.029416,51.525864,2,17,3,124,30,2013,167,301,15
-0.005917,51.535462,4,17,5,0,30,2013,165,331,9
-0.004441,51.536247,7,17,3,11,30,2013,170,341,19
0.031073,51.546878,4,17,3,118,30,2013,168,359,16
0.037968,51.530122,5,17,3,124,30,2013,166,353,21
0.117797,51.532215,4,16,3,13,40,2013,175,9,12
0.127293,51.531773,5,16,3,13,30,2013,174,17,8
0.093615,51.545689,6,16,5,0,30,2013,172,25,20
0.127293,51.531773,2,16,3,13,30,2013,174,35,6
0.141567,51.580885,5,16,3,12,30,2013,154,45,14
0.117369,51.532312,7,16,3,13,30,2013,175,47,5
0.147706,51.561078,3,16,3,1083,30,2013,173,15,9
0.117361,51.532133,4,16,5,0,30,2013,175,65,10
0.14113,51.580803,4,16,3,1112,30,2013,154,58,14
0.127581,51.531768,2,16,3,13,30,2013,174,63,14
0.14785,51.561075,2,16,3,124,30,2013,173,91,21
0.127297,51.531863,3,16,5,0,30,2013,174,85,15
0.141138,51.580982,1,16,3,12,30,2013,154,83,14
0.117369,51.532312,3,16,5,0,30,2013,175,71,12
0.14785,51.561075,6,16,3,124,30,2013,173,95,9
0.127289,51.531683,5,16,3,13,30,2013,174,94,13
0.127289,51.531683,1,16,3,13,30,2013,174,118,5
0.093475,51.545781,4,16,3,124,30,2013,172,128,12
0.141423,51.580887,3,16,3,12,30,2013,154,155,18
0.117797,51.532215,6,16,3,13,70,2013,175,172,6
0.141278,51.58089,6,16,3,12,50,2013,154,228,7
0.141278,51.58089,2,16,3,12,40,2013,154,231,23
0.147846,51.560985,5,16,3,124,30,2013,173,234,18
0.093768,51.545866,4,16,3,124,30,2013,172,233,19
0.141278,51.58089,2,16,3,12,40,2013,154,231,18
0.141278,51.58089,6,16,3,12,50,2013,154,270,23
0.141423,51.580887,6,16,3,12,50,2013,154,158,15
0.117941,51.532212,6,16,3,13,30,2013,175,298,6
0.141278,51.58089,7,16,3,12,30,2013,154,313,19
0.093619,51.545778,1,16,3,124,30,2013,172,286,14
0.141567,51.580885,5,16,3,12,50,2013,154,325,17
-0.061597,51.514633,3,5,3,13,30,2013,122,337,16
0.093755,51.545596,2,16,5,0,30,2013,172,350,14
0.147706,51.561078,2,16,3,124,30,2013,173,350,17
0.147998,51.561162,3,16,3,124,30,2013,173,344,19
-0.055231,51.545643,1,4,3,107,30,2013,113,349,14
0.093615,51.545689,2,16,3,124,30,2013,172,343,14
-0.112673,51.481924,4,9,3,202,30,2013,195,16,7
-0.129141,51.459616,1,9,3,2217,30,2013,196,20,5
-0.115038,51.462987,7,9,3,23,30,2013,186,26,15
-0.111251,51.488465,4,9,3,23,30,2013,214,16,20
-0.126546,51.484304,4,9,3,3205,30,2013,185,30,13
-0.12556,51.46972,5,9,3,3,30,2013,191,31,8
-0.126866,51.437817,6,9,3,23,30,2013,201,32,19
-0.132864,51.463632,2,9,3,3,30,2013,205,7,10
-0.115828,51.461291,3,9,3,23,30,2013,177,36,15
-0.124835,51.445248,7,9,3,205,30,2013,187,26,22
-0.11246,51.476614,2,9,3,23,30,2013,200,35,15
-0.112385,51.481919,4,9,3,202,30,2013,195,37,6
-0.129258,51.4321,6,9,3,23,30,2013,179,32,12
-0.112241,51.481917,5,9,3,3,30,2013,195,38,18
-0.136076,51.462514,4,9,3,3,30,2013,204,44,17
-0.11599,51.460844,5,9,3,23,30,2013,177,45,22
-0.150469,51.466159,1,9,3,3036,30,2013,181,6,20
-0.122921,51.449804,7,9,3,23,30,2013,207,5,19
-0.146213,51.453952,4,9,3,205,30,2013,203,44,23
-0.11599,51.460844,5,9,3,23,30,2013,177,45,20
-0.110688,51.481172,6,9,3,202,30,2013,212,32,21
-0.12,51.454344,1,9,3,23,30,2013,211,48,2
-0.11551,51.462005,5,9,3,23,30,2013,208,52,11
-0.126751,51.46875,3,9,3,3,30,2013,178,50,21
-0.115031,51.463167,1,9,3,23,30,2013,186,48,11
-0.122619,51.450159,4,9,3,23,30,2013,207,58,7
-0.136224,51.462426,3,9,3,3,30,2013,204,57,15
-0.112065,51.46177,4,9,3,2217,30,2013,192,58,20
-0.114883,51.463254,6,9,3,23,30,2013,186,60,9
-0.124695,51.445156,2,9,3,23,30,2013,187,56,22
-0.113591,51.50505,3,9,3,301,30,2013,194,50,9
-0.117162,51.498812,2,9,3,3036,30,2013,458,63,10
-0.119849,51.454521,1,9,3,23,30,2013,211,69,3
-0.138264,51.461829,4,9,3,3,30,2013,189,135,5
-0.128654,51.432809,4,9,3,23,30,2013,180,72,15
-0.114245,51.464773,4,9,3,23,30,2013,183,65,12
-0.114743,51.463162,4,9,4,223,30,2013,186,72,8
-0.112389,51.481829,6,9,3,3,30,2013,195,74,20
-0.122575,51.47228,2,9,3,203,30,2013,198,84,7
-0.110994,51.480727,4,9,3,23,30,2013,212,86,17
-0.137688,51.46182,7,9,3,2217,30,2013,189,82,3
-0.146497,51.454046,2,9,3,24,30,2013,203,84,21
-0.11155,51.4882,4,9,3,3204,30,2013,214,86,7
-0.118931,51.455855,1,9,3,23,30,2013,202,62,11
-0.12597,51.484295,6,9,3,3036,30,2013,185,95,17
-0.115688,51.461199,3,9,3,23,30,2013,177,92,8
-0.093068,51.471984,3,8,3,2217,30,2013,210,92,15
-0.150606,51.466341,5,9,3,3216,30,2013,181,87,16
-0.125563,51.46963,6,9,3,3,30,2013,191,95,8
-0.093068,51.471984,6,8,3,215,30,2013,210,102,14
-0.114887,51.463164,3,9,3,23,30,2013,186,106,1
-0.123522,51.449184,3,9,3,23,30,2013,184,106,7
-0.115522,51.461736,2,9,3,23,30,2013,208,105,10
-0.130661,51.464676,6,9,3,3,30,2013,199,81,20
-0.122571,51.47237,6,9,3,203,30,2013,198,102,11
-0.130517,51.464674,4,9,3,3,30,2013,199,107,11
-0.116134,51.460846,7,9,3,23,30,2013,177,110,8
-0.117158,51.498902,3,9,3,3036,30,2013,458,85,15
-0.122431,51.472278,7,9,3,203,30,2013,198,110,18
-0.131255,51.464236,5,9,3,3,30,2013,190,108,8
-0.132568,51.463807,5,9,3,3,30,2013,205,108,8
-0.113166,51.504863,6,9,3,301,30,2013,194,109,21
-0.129258,51.4321,2,9,3,23,30,2013,179,112,15
-0.106314,51.440724,7,9,3,215,30,2013,197,117,17
-0.115987,51.460934,5,9,3,23,30,2013,177,115,14
-0.126899,51.468663,4,9,3,3,30,2013,178,79,18
-0.129776,51.465201,4,9,3,3,30,2013,176,121,8
-0.11457,51.463879,4,9,3,23,30,2013,182,121,16
-0.130517,51.464674,7,9,3,3,30,2013,199,124,16
-0.115016,51.463526,7,9,3,23,30,2013,182,124,11
-0.130517,51.464674,2,9,3,3,30,2013,199,119,8
-0.113447,51.505047,4,9,3,301,30,2013,194,114,20
-0.112453,51.476794,1,9,3,23,30,2013,200,132,22
-0.1144,51.464505,4,9,3,23,30,2013,183,128,15
-0.111402,51.488288,4,9,3,23,30,2013,214,121,15
-0.115518,51.461826,4,9,3,23,30,2013,208,128,11
-0.115835,51.461111,5,9,3,23,30,2013,177,136,19
-0.130514,51.464763,1,9,3,3,30,2013,199,132,8
-0.122582,51.472101,6,9,3,3,30,2013,198,137,16
-0.111777,51.461765,6,9,3,2217,30,2013,192,130,16
-0.114237,51.464952,4,9,3,23,30,2013,183,142,20
-0.110688,51.481172,2,9,3,202,30,2013,212,147,21
-0.114883,51.463254,2,9,3,23,30,2013,186,140,11
-0.128657,51.432719,7,9,3,23,30,2013,180,145,12
-0.122435,51.472188,4,9,3,203,30,2013,198,142,22
-0.110976,51.481177,1,9,3,23,30,2013,212,153,15
-0.122582,51.472101,3,9,3,3,30,2013,198,155,8
-0.123522,51.449184,3,9,3,23,30,2013,184,155,12
-0.122139,51.472363,3,9,3,3,30,2013,198,155,7
-0.131399,51.464238,4,9,3,3,30,2013,190,156,19
-0.112105,51.481735,2,9,3,202,30,2013,195,154,14
-0.122619,51.450159,5,9,3,23,30,2013,207,157,14
-0.122778,51.449802,6,9,3,23,30,2013,207,158,16
-0.106295,51.441173,7,9,3,215,30,2013,197,159,17
-0.114721,51.463701,5,9,3,23,30,2013,182,157,22
-0.124555,51.445064,4,9,3,23,30,2013,187,163,3
-0.115688,51.461199,5,9,3,23,30,2013,177,150,13
-0.127157,51.437732,4,9,3,23,30,2013,201,163,20
-0.114891,51.463074,5,9,3,23,30,2013,186,171,4
-0.128654,51.432809,3,9,3,23,30,2013,180,148,18
-0.125412,51.469808,1,9,3,3,30,2013,191,174,2
-0.11599,51.460844,3,9,3,23,30,2013,177,169,9
-0.103467,51.478178,3,9,3,202,30,2013,222,176,16
-0.115828,51.461291,5,9,3,23,30,2013,177,178,15
-0.115684,51.461289,6,9,3,23,30,2013,177,172,19
-0.114887,51.463164,1,9,3,23,30,2013,186,181,6
-0.115684,51.461289,5,9,3,23,30,2013,177,178,1
-0.110835,51.481085,7,9,3,23,30,2013,212,180,17
-0.114086,51.46513,6,9,3,23,30,2013,183,186,17
-0.122921,51.449804,7,9,3,23,30,2013,207,159,19
-0.122766,51.450071,7,9,3,23,30,2013,207,187,23
-0.114887,51.463164,3,9,3,23,30,2013,186,176,20
-0.122925,51.449714,7,9,3,23,30,2013,207,187,13
-0.093068,51.471984,4,8,3,215,30,2013,210,177,16
-0.129258,51.4321,1,9,3,23,30,2013,179,181,15
-0.129625,51.465379,2,9,3,3,30,2013,176,189,7
-0.122921,51.449804,2,9,3,23,30,2013,207,189,19
-0.130517,51.464674,4,9,3,3,30,2013,199,191,12
-0.129625,51.465379,4,9,3,3,30,2013,176,191,22
-0.122578,51.472191,4,9,3,3,30,2013,198,184,16
-0.131252,51.464326,6,9,3,3,30,2013,190,193,19
-0.12705,51.468485,1,9,3,3,30,2013,178,195,9
-0.114883,51.463254,4,9,3,23,30,2013,186,191,14
-0.119229,51.45559,2,9,3,23,30,2013,202,196,17
-0.113809,51.464856,2,9,5,0,30,2013,183,196,7
-0.111116,51.481269,5,9,3,23,30,2013,212,199,17
-0.124562,51.444884,6,9,3,23,30,2013,187,200,13
-0.122294,51.472096,4,9,3,203,30,2013,198,198,8
-0.112389,51.481829,5,9,3,3,30,2013,195,199,13
-0.11155,51.4882,1,9,3,3204,30,2013,214,195,23
-0.11099,51.480817,4,9,3,23,30,2013,212,205,20
-0.128945,51.432724,4,9,3,23,30,2013,180,205,20
-0.122726,51.472103,6,9,3,3,30,2013,198,200,19
-0.129549,51.432014,5,9,6,0,30,2013,179,206,18
-0.125556,51.46981,2,9,3,3,30,2013,191,210,21
-0.119237,51.45541,3,9,3,23,30,2013,202,211,13
-0.113942,51.465127,7,9,3,23,30,2013,183,208,1
-0.137533,51.462087,6,9,3,3,30,2013,189,214,9
-0.115691,51.461109,5,9,3,23,30,2013,177,213,17
-0.114566,51.463968,1,9,3,23,30,2013,182,216,17
-0.122619,51.450159,7,9,3,23,30,2013,207,215,14
-0.102468,51.491831,4,8,3,3,30,2013,206,212,17
-0.110835,51.481085,3,9,3,23,30,2013,212,225,18
-0.111921,51.461768,6,9,3,2217,30,2013,192,221,2
-0.117011,51.49899,7,9,3,3036,30,2013,458,215,22
-0.124411,51.445062,3,9,3,23,30,2013,187,225,20
-0.136371,51.462339,3,9,3,3,30,2013,204,218,18
-0.122615,51.450249,6,9,3,23,30,2013,207,221,19
-0.136371,51.462339,1,9,3,3,30,2013,204,223,13
-0.128948,51.432634,1,9,3,23,30,2013,180,230,3
-0.11537,51.461913,4,9,3,23,30,2013,208,233,9
-0.128654,51.432809,3,9,3,23,30,2013,180,232,15
-0.106594,51.440908,4,9,3,205,30,2013,197,226,8
-0.115544,51.461196,3,9,3,23,30,2013,177,225,19
-0.119853,51.454431,4,9,3,23,30,2013,211,226,13
-0.137828,51.461912,7,9,3,3,30,2013,189,236,10
-0.110688,51.481172,1,9,3,23,30,2013,212,230,10
-0.130517,51.464674,6,9,3,3,30,2013,199,235,13
-0.114887,51.463164,1,9,3,23,30,2013,186,237,0
-0.126114,51.484297,2,9,3,3205,30,2013,185,224,0
-0.129417,51.431742,4,9,3,23,30,2013,179,240,8
-0.127014,51.437729,6,9,5,0,30,2013,201,228,22
-0.131399,51.464238,4,9,3,3,30,2013,190,240,11
-0.146501,51.453956,5,9,3,205,30,2013,203,241,13
-0.11331,51.504865,5,9,3,3200,30,2013,194,241,11
-0.112456,51.476704,5,9,3,23,30,2013,200,241,7
-0.106454,51.440816,2,9,3,205,30,2013,197,245,17
-0.130658,51.464766,3,9,3,3,30,2013,199,246,17
-0.115688,51.461199,3,9,3,23,30,2013,177,253,13
-0.117162,51.498812,6,9,3,3036,30,2013,458,242,16
-0.115987,51.460934,3,9,3,23,30,2013,177,246,11
-0.110972,51.481267,7,9,3,23,30,2013,212,257,16
-0.1144,51.464505,2,9,3,23,30,2013,183,259,9
-0.111247,51.488555,4,9,3,3204,30,2013,214,254,18
-0.123379,51.449182,3,9,3,23,30,2013,184,260,16
-0.114573,51.463789,4,9,3,23,30,2013,182,261,23
-0.114573,51.463789,7,9,3,23,30,2013,182,264,14
-0.116562,51.460943,1,9,3,2217,30,2013,177,265,16
-0.111921,51.461768,3,9,3,2217,30,2013,192,267,19
-0.110994,51.480727,6,9,3,23,30,2013,212,256,17
-0.106307,51.440904,6,9,3,205,30,2013,197,270,21
-0.111777,51.461765,1,9,3,2217,30,2013,192,272,0
-0.111402,51.488288,1,9,3,23,30,2013,214,272,15
-0.11099,51.480817,3,9,3,23,30,2013,212,274,14
-0.112529,51.481921,4,9,3,3,30,2013,195,226,9
-0.131399,51.464238,3,9,3,3,30,2013,190,253,16
-0.111921,51.461768,1,9,3,2217,30,2013,192,272,20
