Longitude,Latitude,Day_of_Week,Local_Authority_(District),1st_Road_Class,1st_Road_Number,Speed_limit,Year,Cluster,Day_of_year,Hour
-0.124117,51.560973,3,3,3,1,30,2012,450,10,18
-0.10913,51.550121,6,3,3,1,30,2012,70,13,8
-0.10608,51.533255,2,3,3,1,30,2012,465,9,20
-0.09515,51.529121,4,3,3,501,30,2012,71,18,6
-0.12924,51.548645,1,3,3,5200,30,2012,91,15,11
-0.110116,51.550676,4,3,3,1,30,2012,72,4,18
-0.106288,51.53173,2,3,3,1,30,2012,73,37,22
-0.103601,51.565139,1,4,3,503,30,2012,74,29,22
-0.106099,51.532806,5,3,3,1,30,2012,90,47,7
-0.109407,51.550395,2,3,3,1,30,2012,70,44,18
-0.098707,51.523334,4,3,3,1,30,2012,75,32,8
-0.087212,51.546528,7,3,3,104,30,2012,452,56,13
-0.138578,51.556617,2,3,3,400,30,2012,69,58,17
-0.138427,51.556794,6,3,3,5200,30,2012,69,48,10
-0.13829,51.556612,3,3,3,5200,30,2012,69,38,15
-0.124117,51.560973,7,3,3,1,30,2012,450,35,18
-0.106258,51.532449,4,3,3,1,30,2012,90,60,15
-0.110113,51.550766,3,3,3,1,30,2012,72,59,15
-0.119489,51.557751,2,3,3,1,30,2012,76,44,12
-0.109411,51.550305,6,3,3,1,30,2012,70,55,15
-0.086923,51.546523,1,3,3,104,30,2012,452,57,4
-0.106276,51.531999,5,3,3,1,30,2012,73,54,21
-0.134469,51.565364,4,3,3,1,30,2012,77,67,22
-0.134466,51.565454,7,3,3,1,30,2012,77,63,20
-0.10608,51.533255,2,3,4,515,30,2012,465,65,17
-0.104417,51.535117,3,3,3,1,30,2012,78,66,12
-0.110508,51.562103,1,3,3,503,30,2012,79,64,17
-0.106572,51.531824,3,3,3,501,30,2012,73,66,12
-0.115063,51.560108,6,3,3,103,30,2012,80,69,22
-0.097581,51.529611,2,3,3,501,20,2012,81,72,18
-0.097437,51.529608,4,3,3,501,30,2012,81,81,15
-0.10594,51.533163,6,3,3,1,30,2012,465,76,17
-0.110653,51.562106,4,3,3,503,30,2012,79,81,19
-0.098571,51.523152,6,3,3,1,30,2012,75,76,8
-0.087212,51.546528,2,3,3,104,30,2012,452,16,5
-0.108986,51.550118,2,3,3,1,30,2012,70,86,10
-0.134469,51.565364,3,3,3,1,30,2012,77,45,6
-0.119633,51.557754,6,3,3,1,30,2012,76,83,22
-0.106978,51.522029,5,3,3,5201,30,2012,66,75,13
-0.136325,51.562336,5,3,3,400,30,2012,82,117,6
-0.136325,51.562336,2,3,3,400,30,2012,82,107,18
-0.119785,51.557576,7,3,3,503,30,2012,76,112,12
-0.101718,51.530667,6,3,3,501,30,2012,83,104,9
-0.119045,51.558014,7,3,3,503,30,2012,76,119,17
-0.104636,51.564526,4,3,3,503,30,2012,84,116,1
-0.129085,51.548912,4,3,3,503,30,2012,91,109,5
-0.106143,51.531728,4,3,3,501,30,2012,73,116,12
-0.117249,51.556097,2,3,3,1,30,2012,85,121,18
-0.110109,51.550856,2,3,3,1,30,2012,72,128,12
-0.117545,51.555921,3,3,3,503,30,2012,85,94,20
-0.098005,51.529797,7,3,3,501,30,2012,81,126,18
-0.105809,51.564096,4,3,3,503,30,2012,86,116,17
-0.110109,51.550856,2,3,3,1,30,2012,72,135,11
-0.110249,51.550948,5,3,3,1,30,2012,72,124,18
-0.11964,51.557574,1,3,3,503,30,2012,76,141,17
-0.104417,51.535117,5,3,3,1,30,2012,78,131,15
-0.098571,51.523152,7,3,3,1,30,2012,75,147,14
-0.115204,51.5602,4,3,3,103,30,2012,80,158,12
-0.117109,51.556004,4,3,3,1,40,2012,85,137,18
-0.10628,51.53191,4,3,3,1,30,2012,73,165,15
-0.104488,51.564614,5,3,3,503,30,2012,84,152,14
-0.104417,51.535117,5,3,3,1,30,2012,78,159,14
-0.087068,51.546526,7,3,3,104,30,2012,452,147,15
-0.115063,51.560108,1,3,3,103,30,2012,80,134,9
-0.104417,51.535117,3,3,3,1,30,2012,78,171,16
-0.095438,51.529126,2,3,3,501,30,2012,71,184,9
-0.103946,51.54644,5,3,3,1,30,2012,87,180,10
-0.087212,51.546528,6,3,3,104,30,2012,452,181,1
-0.119629,51.557843,6,3,3,1,30,2012,76,181,12
-0.13829,51.556612,3,3,3,5200,30,2012,69,185,22
-0.122337,51.530639,1,2,3,501,30,2012,63,183,1
-0.134469,51.565364,2,3,3,1,30,2012,77,191,9
-0.080927,51.579339,3,31,3,503,30,2012,88,171,15
-0.106246,51.532718,4,3,3,1,30,2012,90,172,20
-0.107411,51.522036,5,3,3,5201,30,2012,66,173,12
-0.104045,51.564877,7,4,3,503,30,2012,74,196,17
-0.104417,51.535117,1,3,3,1,30,2012,78,197,15
-0.10913,51.550121,4,3,3,1,30,2012,70,193,10
-0.115348,51.560203,2,3,3,103,30,2012,80,205,17
-0.122337,51.530639,4,2,3,501,30,2012,63,200,22
-0.10596,51.563918,2,3,3,503,30,2012,86,212,20
-0.11036,51.562191,7,3,3,503,30,2012,79,203,0
-0.110508,51.562103,5,3,3,503,30,2012,79,215,15
-0.095438,51.529126,2,3,3,501,30,2012,71,219,16
-0.115063,51.560108,3,3,3,103,30,2012,80,220,14
-0.10594,51.533163,3,3,3,1,30,2012,465,227,19
-0.110656,51.562016,3,3,3,503,30,2012,79,234,16
-0.122856,51.560053,4,3,3,1,30,2012,89,221,9
-0.104113,51.535472,6,3,3,1,30,2012,78,230,8
-0.107122,51.522031,3,3,3,201,30,2012,66,234,8
-0.13475,51.565549,6,3,3,1,30,2012,77,202,22
-0.087212,51.546528,3,3,3,104,30,2012,452,234,9
-0.117101,51.556184,4,3,3,1,30,2012,85,242,8
-0.10625,51.532628,3,3,3,1,30,2012,90,248,8
-0.104488,51.564614,3,3,3,503,30,2012,84,248,7
-0.116964,51.556002,7,3,3,503,30,2012,85,245,17
-0.117109,51.556004,4,3,3,1,30,2012,85,221,13
-0.107119,51.522121,4,3,3,5201,30,2012,66,249,8
-0.138275,51.556972,6,3,3,400,30,2012,69,251,16
-0.097296,51.529516,4,3,3,501,30,2012,81,263,8
-0.087223,51.546258,3,3,3,104,30,2012,452,262,7
-0.109414,51.550215,4,3,3,1,30,2012,70,263,17
-0.124117,51.560973,2,3,3,1,30,2012,450,268,13
-0.115359,51.559933,5,3,3,503,30,2012,80,278,14
-0.134469,51.565364,3,3,3,1,30,2012,77,276,11
-0.106834,51.522027,5,3,3,5201,30,2012,66,278,17
-0.129092,51.548732,7,3,3,503,30,2012,91,287,11
-0.136328,51.562246,3,3,3,400,30,2012,82,276,14
-0.103661,51.546346,1,3,3,1,30,2012,87,288,22
-0.119489,51.557751,1,3,3,1,30,2012,76,288,9
-0.119914,51.557938,7,3,3,1,30,2012,76,294,22
-0.122773,51.530556,3,2,3,501,30,2012,63,276,20
-0.101286,51.53066,4,3,3,501,30,2012,83,291,8
-0.136328,51.562246,7,3,3,400,30,2012,82,266,14
-0.117109,51.556004,4,3,3,1,30,2012,85,298,21
-0.136328,51.562246,2,3,3,400,30,2012,82,296,8
-0.103661,51.546346,7,3,3,1,30,2012,87,294,0
-0.104417,51.535117,6,3,3,1,30,2012,78,307,17
-0.106391,51.532721,1,3,5,0,30,2012,90,302,14
-0.105812,51.564006,2,3,3,503,30,2012,86,317,18
-0.103806,51.546348,7,3,3,1,30,2012,87,315,17
-0.107119,51.522121,2,3,3,5201,30,2012,66,317,10
-0.106143,51.531728,7,3,3,501,30,2012,73,294,9
-0.10913,51.550121,5,3,3,1,30,2012,70,320,19
-0.115063,51.560108,6,3,3,503,30,2012,80,307,16
-0.122481,51.530641,7,2,3,501,30,2012,63,322,0
-0.106284,51.53182,1,3,3,501,30,2012,73,323,3
-0.117109,51.556004,6,3,3,503,30,2012,85,321,19
-0.119489,51.557751,2,3,3,1,30,2012,76,331,19
-0.097437,51.529608,4,3,3,501,30,2012,81,333,8
-0.106284,51.53182,4,3,3,401,30,2012,73,326,9
-0.104417,51.535117,7,3,3,1,30,2012,78,343,17
-0.122481,51.530641,2,2,3,5200,30,2012,63,345,23
-0.116968,51.555912,5,3,3,1,40,2012,85,334,13
-0.106284,51.53182,3,3,3,501,30,2012,73,346,23
-0.119637,51.557664,2,3,3,503,30,2012,76,324,18
-0.106288,51.53173,4,3,3,401,30,2012,73,354,19
-0.098567,51.523242,7,3,3,1,30,2012,75,350,22
-0.12286,51.559963,2,3,3,1,30,2012,89,345,7
-0.10625,51.532628,5,3,3,1,30,2012,90,348,8
-0.104784,51.564439,3,3,3,503,30,2012,84,353,13
-0.245089,51.506641,5,11,3,4020,30,2012,92,19,8
-0.245089,51.506641,5,11,3,4020,30,2012,92,12,20
-0.223613,51.503081,3,11,3,402,30,2012,93,10,9
-0.223465,51.503168,6,11,3,402,30,2012,93,34,18
-0.183575,51.473601,7,11,6,0,30,2012,94,21,12
-0.18915,51.478273,6,11,3,308,30,2012,95,48,18
-0.183572,51.473691,6,11,6,0,30,2012,94,48,7
-0.206802,51.490864,3,11,3,4,30,2012,96,45,7
-0.248706,51.513799,7,27,3,40,30,2012,97,49,2
-0.226187,51.51472,7,11,3,219,30,2012,98,56,18
-0.202558,51.485224,5,11,4,317,30,2012,99,61,18
-0.202417,51.485132,7,11,4,317,30,2012,99,63,17
-0.225748,51.514893,3,11,3,40,30,2012,98,59,20
-0.202417,51.485132,6,11,4,317,30,2012,99,62,16
-0.189301,51.478096,4,11,3,308,30,2012,95,74,8
-0.245237,51.506554,1,11,4,408,30,2012,92,71,14
-0.202403,51.485491,4,11,3,3218,30,2012,99,74,19
-0.219477,51.483504,4,11,3,219,30,2012,453,88,18
-0.245233,51.506643,6,11,3,4020,30,2012,92,83,17
-0.245233,51.506643,1,11,3,4020,30,2012,92,127,3
-0.183572,51.473691,3,11,6,0,30,2012,94,108,8
-0.202695,51.485406,1,11,4,317,30,2012,99,155,0
-0.248997,51.513714,1,27,3,40,30,2012,97,169,8
-0.189744,51.477833,4,11,3,308,30,2012,95,172,20
-0.206805,51.490775,4,11,3,4,30,2012,96,186,12
-0.22618,51.5149,4,11,3,40,30,2012,98,200,15
-0.223753,51.503173,4,11,3,402,30,2012,93,207,8
-0.223465,51.503168,4,11,3,402,30,2012,93,228,16
-0.183572,51.473691,3,11,6,0,30,2012,94,227,8
-0.206949,51.490777,7,11,3,4,30,2012,96,231,23
-0.219473,51.483594,5,11,3,219,30,2012,453,243,7
-0.226187,51.51472,5,11,3,219,30,2012,98,264,9
-0.183572,51.473691,4,11,6,0,30,2012,94,263,7
-0.219477,51.483504,6,11,3,219,30,2012,453,272,14
-0.202695,51.485406,1,11,4,317,30,2012,99,267,5
-0.219045,51.483497,3,11,3,3218,30,2012,453,283,12
-0.189301,51.478096,6,11,3,308,30,2012,95,293,13
-0.202695,51.485406,2,11,4,317,30,2012,99,310,9
-0.223465,51.503168,2,11,3,402,30,2012,93,310,21
-0.245233,51.506643,6,11,4,408,30,2012,92,314,16
-0.20696,51.490507,1,11,4,317,30,2012,96,253,15
-0.202417,51.485132,2,11,4,317,30,2012,99,317,15
-0.189301,51.478096,6,11,3,308,30,2012,95,300,19
-0.22389,51.503355,2,11,3,219,30,2012,93,296,12
-0.189744,51.477833,6,11,3,308,30,2012,95,321,18
-0.183568,51.47378,7,11,6,0,30,2012,94,336,15
-0.206946,51.490867,4,11,3,4,30,2012,96,319,9
-0.189301,51.478096,4,11,3,308,30,2012,95,340,19
-0.226471,51.514814,7,11,3,219,30,2012,98,357,14
-0.055215,51.546002,7,4,3,107,30,2012,113,7,11
-0.09227,51.563517,6,4,3,105,30,2012,102,27,17
-0.077058,51.534222,3,4,3,10,30,2012,100,24,8
-0.096151,51.570774,4,4,3,105,30,2012,101,32,21
-0.092407,51.563699,5,4,3,105,30,2012,102,12,9
-0.075693,51.54607,6,4,3,10,30,2012,103,41,17
-0.076493,51.540777,6,4,3,10,30,2012,104,34,21
-0.075685,51.54625,3,4,3,10,30,2012,103,38,23
-0.072672,51.573178,5,4,3,10,30,2012,290,33,18
-0.055362,51.556076,7,4,3,107,30,2012,105,49,3
-0.072501,51.573805,5,4,3,10,30,2012,454,54,18
-0.092547,51.563791,5,4,3,105,30,2012,102,40,21
-0.055366,51.555986,2,4,3,107,30,2012,105,51,8
-0.103002,51.565669,2,4,3,503,30,2012,106,51,8
-0.055366,51.555986,6,4,3,107,30,2012,105,55,20
-0.073071,51.56716,5,4,3,10,30,2012,107,54,20
-0.096014,51.570592,7,4,3,105,30,2012,101,56,22
-0.055226,51.555894,5,4,3,107,30,2012,105,61,19
-0.072805,51.57345,5,4,3,107,30,2012,290,75,18
-0.059689,51.549313,6,4,3,107,30,2012,108,76,16
-0.075696,51.54598,2,4,3,10,30,2012,103,79,12
-0.0732,51.564104,5,4,3,10,30,2012,119,75,18
-0.05537,51.555897,2,4,3,107,30,2012,105,79,7
-0.085762,51.526091,3,4,3,5201,30,2012,109,101,18
-0.078013,51.528662,5,4,3,10,30,2012,110,110,18
-0.092547,51.563791,7,4,3,105,30,2012,102,112,19
-0.077516,51.523348,7,4,3,10,30,2012,289,105,2
-0.075685,51.54625,1,4,3,10,30,2012,103,78,8
-0.05983,51.549406,5,4,3,107,30,2012,108,103,22
-0.078077,51.527134,3,4,3,10,30,2012,111,122,21
-0.077501,51.523708,3,4,5,0,30,2012,289,129,15
-0.090744,51.572395,7,4,3,503,30,2012,112,133,19
-0.104045,51.564877,2,4,3,503,30,2012,74,135,14
-0.096014,51.570592,5,4,3,503,30,2012,101,131,22
-0.085769,51.525911,6,4,3,5201,30,2012,109,111,18
-0.055375,51.545645,2,4,3,107,30,2012,113,121,21
-0.05551,51.555989,2,4,3,104,30,2012,105,135,16
-0.055238,51.545463,5,4,3,107,30,2012,113,152,13
-0.102861,51.565577,4,4,3,503,30,2012,106,151,9
-0.055366,51.555986,6,4,3,107,30,2012,105,160,4
-0.092691,51.563793,6,4,4,105,30,2012,102,153,22
-0.055219,51.545912,3,4,3,107,30,2012,113,157,14
-0.075249,51.54975,4,4,3,10,30,2012,114,158,15
-0.055366,51.555986,7,4,3,107,30,2012,105,168,14
-0.096144,51.570954,1,4,3,105,30,2012,101,169,0
-0.103153,51.565492,2,4,3,503,30,2012,106,177,10
-0.078111,51.522908,7,4,3,1202,30,2012,118,175,0
-0.092543,51.563881,1,4,3,105,30,2012,102,176,20
-0.077046,51.534491,7,4,3,10,30,2012,100,175,14
-0.075693,51.54607,4,4,3,10,30,2012,103,158,12
-0.042124,51.548572,6,4,3,102,30,2012,115,181,20
-0.096018,51.570502,3,4,3,105,30,2012,101,185,4
-0.08234,51.535477,6,4,5,0,30,2012,116,188,8
-0.08234,51.535477,4,4,5,0,30,2012,116,186,10
-0.077357,51.523705,7,4,3,10,30,2012,289,189,18
-0.078365,51.527139,6,4,3,5201,30,2012,111,181,23
-0.072497,51.573895,3,4,3,10,30,2012,454,192,21
-0.095298,51.529034,6,3,3,501,30,2012,71,195,21
-0.072201,51.57407,4,4,6,0,30,2012,454,186,16
-0.092547,51.563791,7,4,3,105,30,2012,102,196,18
-0.055362,51.556076,2,4,3,107,30,2012,105,205,10
-0.08234,51.535477,2,4,5,0,30,2012,116,205,18
-0.076633,51.54087,7,4,3,10,30,2012,104,203,21
-0.075844,51.545892,5,4,3,10,30,2012,103,201,20
-0.059682,51.549493,5,4,3,104,30,2012,108,201,12
-0.08591,51.526003,2,4,3,5201,30,2012,109,219,14
-0.041836,51.548567,2,4,3,102,30,2012,115,205,4
-0.102858,51.565667,1,4,3,503,30,2012,106,211,20
-0.055227,51.545732,4,4,3,107,30,2012,113,221,2
-0.055503,51.556168,2,4,3,107,30,2012,105,233,22
-0.055079,51.54582,2,4,3,107,30,2012,113,240,15
-0.096018,51.570502,6,4,3,503,30,2012,101,237,21
-0.075253,51.54966,2,4,3,10,30,2012,114,226,10
-0.042124,51.548572,6,4,3,102,30,2012,115,244,7
-0.077357,51.523705,6,4,3,10,30,2012,289,237,10
-0.073291,51.565365,6,4,3,10,30,2012,117,251,14
-0.09254,51.563971,3,4,3,105,30,2012,102,234,13
-0.059682,51.549493,6,4,3,104,30,2012,108,272,15
-0.10315,51.565582,2,4,3,503,30,2012,106,247,15
-0.07315,51.565273,4,4,3,10,30,2012,117,249,17
-0.059689,51.549313,4,4,3,107,30,2012,108,256,19
-0.059538,51.549491,1,4,3,104,30,2012,108,260,14
-0.07783,51.522724,1,4,3,10,30,2012,118,274,21
-0.059682,51.549493,7,4,3,107,20,2012,108,231,14
-0.075389,51.549842,5,4,3,10,30,2012,114,236,16
-0.09501,51.529029,6,3,3,501,30,2012,71,279,8
-0.090596,51.572482,2,4,3,503,30,2012,112,275,16
-0.096284,51.571046,3,4,3,105,30,2012,101,255,2
-0.075253,51.54966,3,4,3,10,30,2012,114,290,7
-0.072512,51.573535,1,4,3,10,30,2012,290,288,17
-0.073147,51.565362,3,4,3,10,30,2012,117,255,19
-0.073143,51.565452,4,4,3,10,30,2012,117,277,7
-0.042124,51.548572,7,4,5,0,30,2012,115,294,11
-0.072919,51.567337,4,4,3,10,30,2012,107,305,9
-0.078365,51.527139,7,4,3,5201,30,2012,111,301,21
-0.075533,51.546427,6,4,3,10,30,2012,103,300,2
-0.0822,51.535385,5,4,5,0,30,2012,116,306,9
-0.085326,51.526174,7,4,3,5201,30,2012,109,301,11
-0.077967,51.522906,1,4,3,1202,30,2012,118,302,0
-0.075837,51.546072,5,4,3,10,30,2012,103,313,18
-0.076489,51.540867,6,4,3,10,30,2012,104,300,15
-0.075363,51.550471,7,4,5,0,30,2012,466,322,17
-0.054938,51.545728,5,4,4,113,30,2012,113,313,7
-0.075222,51.550379,4,4,3,10,30,2012,466,326,16
-0.055223,51.545822,3,4,3,107,30,2012,113,332,5
-0.078509,51.527141,6,4,3,5201,30,2012,111,328,2
-0.077857,51.528929,2,4,3,10,30,2012,110,331,2
-0.073215,51.563745,7,4,3,10,30,2012,119,343,9
-0.055367,51.545825,2,4,3,107,30,2012,113,331,18
-0.0906,51.572392,5,4,3,503,30,2012,112,334,7
-0.055371,51.545735,6,4,3,107,30,2012,113,328,12
-0.073071,51.563742,3,4,3,10,30,2012,119,318,0
-0.073067,51.56725,2,4,3,10,30,2012,107,352,17
-0.055518,51.555809,7,4,3,107,30,2012,105,343,2
-0.073219,51.563655,5,4,3,10,30,2012,119,362,17
-0.077872,51.52857,1,4,3,10,30,2012,110,365,17
-0.059534,51.549581,1,4,3,104,30,2012,108,358,20
-0.07315,51.565273,7,4,3,10,30,2012,117,357,23
-0.085762,51.526091,4,4,3,5201,30,2012,109,354,16
-0.092547,51.563791,2,4,4,105,30,2012,102,366,19
-0.075211,51.550648,6,4,3,10,30,2012,466,356,3
-0.053258,51.514135,3,5,3,13,30,2012,120,10,18
-0.064333,51.514678,4,5,3,13,50,2012,121,4,17
-0.012885,51.51121,1,5,3,13,30,2012,123,1,20
-0.062028,51.51464,3,5,4,108,30,2012,122,10,9
-0.012601,51.511115,4,5,3,13,30,2012,123,4,9
-0.045718,51.521923,4,5,3,11,30,2012,130,4,15
-0.056477,51.519764,2,5,3,11,30,2012,124,9,15
-0.056337,51.519672,4,5,3,11,30,2012,124,4,9
-0.040346,51.522823,5,5,3,11,30,2012,135,12,0
-0.066819,51.517237,3,5,3,11,30,2012,125,17,10
-0.021389,51.52781,6,5,3,11,30,2012,126,20,8
-0.022406,51.527648,2,5,3,11,30,2012,144,23,16
-0.063024,51.518344,3,5,3,11,30,2012,127,38,7
-0.034775,51.524978,2,5,3,11,30,2012,128,30,9
-0.064333,51.514678,3,5,3,13,30,2012,121,31,8
-0.071807,51.515161,1,5,3,1202,30,2012,16,29,6
-0.06174,51.514635,7,5,3,13,30,2012,122,42,9
-0.021537,51.527723,2,5,3,11,30,2012,126,23,17
-0.035067,51.524893,6,5,3,11,30,2012,128,34,15
-0.062028,51.51464,1,5,3,13,30,2012,122,29,18
-0.056621,51.519766,2,5,3,11,30,2012,124,30,14
-0.056477,51.519764,3,5,3,107,30,2012,124,31,11
-0.063024,51.518344,3,5,3,11,30,2012,127,31,7
-0.069753,51.516026,7,5,3,11,30,2012,129,14,11
-0.056477,51.519764,3,5,3,11,30,2012,124,10,16
-0.077834,51.522634,7,4,3,10,30,2012,118,35,13
-0.046302,51.521753,3,5,3,11,30,2012,130,38,13
-0.073793,51.509078,3,5,3,100,30,2012,17,38,17
-0.063024,51.518344,3,5,4,108,30,2012,127,38,12
-0.062892,51.518072,1,5,4,108,30,2012,127,43,10
-0.014536,51.529583,1,5,3,11,30,2012,131,36,2
-0.05709,51.532454,3,5,3,107,30,2012,132,38,10
-0.078088,51.526865,7,4,3,10,30,2012,111,49,22
-0.040294,51.530736,1,5,3,1205,30,2012,133,57,22
-0.055847,51.514268,3,5,3,13,30,2012,467,52,17
-0.027855,51.511642,7,5,3,13,30,2012,468,56,11
-0.069753,51.516026,3,5,3,11,30,2012,129,66,5
-0.069753,51.516026,3,5,3,11,30,2012,129,52,11
-0.022986,51.527567,7,5,3,11,30,2012,144,63,14
-0.04121,51.512765,5,5,4,126,30,2012,134,68,14
-0.012601,51.511115,4,5,3,13,30,2012,123,46,14
-0.053266,51.513955,2,5,3,13,30,2012,120,58,17
-0.039914,51.522816,3,5,3,11,30,2012,135,66,8
-0.056477,51.519764,1,5,3,11,30,2012,124,71,1
-0.055439,51.527211,1,5,3,107,30,2012,136,78,16
-0.041354,51.512768,5,5,4,126,30,2012,134,68,9
-0.05558,51.527303,4,5,4,135,30,2012,136,81,9
-0.056189,51.519759,7,5,3,11,30,2012,124,77,9
-0.025602,51.527072,3,5,3,11,30,2012,455,80,17
-0.048392,51.513335,6,5,3,13,30,2012,137,83,0
-0.047026,51.521675,2,5,3,11,30,2012,130,79,10
-0.071944,51.515343,4,5,3,1202,30,2012,16,74,20
-0.067258,51.517064,6,5,3,11,30,2012,125,90,17
-0.064333,51.514678,6,5,3,13,30,2012,121,48,21
-0.064702,51.526375,1,5,3,1209,30,2012,138,92,14
-0.067111,51.517152,1,5,3,11,30,2012,125,85,18
-0.056189,51.519759,1,5,3,11,30,2012,124,85,3
-0.071393,51.524956,6,5,3,1209,30,2012,143,90,12
-0.043071,51.513066,7,5,3,13,30,2012,139,91,16
-0.05325,51.514315,3,5,5,0,30,2012,120,87,3
-0.073793,51.509078,2,5,3,100,30,2012,17,79,10
-0.063013,51.518613,5,5,4,108,30,2012,127,103,12
-0.048684,51.51325,2,5,6,0,30,2012,137,93,15
-0.06246,51.514647,7,5,3,13,30,2012,122,98,5
-0.048532,51.513427,6,5,3,13,30,2012,137,90,22
-0.05558,51.527303,4,5,3,107,30,2012,136,95,17
-0.04868,51.51334,1,5,3,13,30,2012,137,106,14
-0.029779,51.51716,6,5,3,1205,30,2012,140,104,16
-0.029779,51.51716,1,5,3,1205,30,2012,140,99,0
-0.041214,51.512675,6,5,3,13,30,2012,134,111,17
-0.034627,51.525065,7,5,3,11,30,2012,128,112,3
-0.057231,51.532546,1,5,3,107,30,2012,132,120,23
-0.057231,51.532546,5,5,3,107,30,2012,132,110,21
-0.064333,51.514678,7,5,3,13,30,2012,121,112,17
-0.034775,51.524978,2,5,3,11,30,2012,128,107,17
-0.064702,51.526375,3,5,4,108,30,2012,138,115,17
-0.022554,51.52756,1,5,3,11,30,2012,144,120,18
-0.025458,51.52707,7,5,3,11,30,2012,455,119,13
-0.069756,51.515937,2,5,3,11,30,2012,129,121,7
-0.025458,51.52707,2,5,3,11,30,2012,455,121,15
-0.06332,51.518169,3,5,3,11,30,2012,127,129,0
-0.048528,51.513517,5,5,3,13,20,2012,137,131,8
-0.041498,51.51277,4,5,3,13,30,2012,134,130,16
-0.073319,51.516894,4,5,3,1202,30,2012,141,130,19
-0.05572,51.527395,7,5,3,1209,30,2012,136,140,10
-0.064702,51.526375,1,5,3,1209,30,2012,138,141,20
-0.066819,51.517237,7,5,3,11,30,2012,125,133,1
-0.040062,51.522728,6,5,5,0,30,2012,135,146,8
-0.062316,51.514645,3,5,3,13,30,2012,122,157,7
-0.056477,51.519764,6,5,3,11,30,2012,124,160,13
-0.073513,51.508894,5,5,3,1203,30,2012,17,152,17
-0.069756,51.515937,4,5,3,11,30,2012,129,151,19
-0.034927,51.524801,5,5,3,11,30,2012,128,145,8
-0.055583,51.527213,3,5,3,107,30,2012,136,157,11
-0.034919,51.52498,7,5,3,11,30,2012,128,168,1
-0.028135,51.511827,4,5,3,1205,30,2012,468,158,12
-0.057234,51.532456,6,5,4,127,30,2012,132,146,17
-0.046302,51.521753,1,5,3,11,30,2012,130,148,10
-0.052266,51.520503,1,5,3,11,30,2012,142,176,13
-0.06288,51.518341,6,5,3,11,30,2012,127,146,18
-0.069609,51.516024,3,5,3,11,30,2012,129,164,20
-0.073793,51.509078,5,5,3,1203,30,2012,17,166,20
-0.04882,51.513432,2,5,3,13,30,2012,137,163,16
-0.056477,51.519764,6,5,3,11,30,2012,124,125,8
-0.077962,51.509327,6,5,3,100,30,2012,302,167,18
-0.071981,51.524696,2,5,3,1209,30,2012,143,163,8
-0.046302,51.521753,4,5,3,11,30,2012,130,179,7
-0.066671,51.517325,2,5,3,11,30,2012,125,177,23
-0.043071,51.513066,3,5,3,13,30,2012,139,178,13
-0.014536,51.529583,4,5,3,11,30,2012,131,151,14
-0.040291,51.530826,6,5,3,1205,30,2012,133,181,8
-0.073793,51.509078,1,5,3,100,30,2012,17,155,0
-0.064185,51.514766,4,5,3,13,30,2012,121,186,18
-0.034779,51.524888,6,5,3,11,30,2012,128,188,14
-0.053402,51.514137,7,5,3,13,30,2012,120,189,6
-0.053546,51.51414,7,5,3,13,30,2012,120,189,4
-0.064702,51.526375,1,5,3,1209,30,2012,138,190,12
-0.055703,51.514266,5,5,3,13,30,2012,467,194,15
-0.077076,51.523521,1,4,3,1209,30,2012,289,197,4
-0.063172,51.518256,3,5,3,11,30,2012,127,199,11
-0.055699,51.514355,2,5,6,0,30,2012,467,198,18
-0.06288,51.518341,7,5,3,11,30,2012,127,203,14
-0.073319,51.516894,1,5,3,1202,30,2012,141,211,12
-0.041926,51.512867,5,5,3,13,30,2012,134,180,17
-0.034779,51.524888,5,5,3,11,30,2012,128,201,19
-0.064189,51.514676,6,5,3,13,30,2012,121,202,20
-0.056189,51.519759,5,5,3,11,30,2012,124,208,13
-0.040146,51.530823,1,5,4,135,30,2012,133,204,2
-0.05709,51.532454,6,5,3,107,30,2012,132,202,22
-0.035067,51.524893,3,5,3,11,30,2012,128,150,19
-0.014684,51.529496,4,5,3,11,30,2012,131,207,15
-0.035507,51.52472,4,5,3,11,30,2012,128,207,11
-0.046302,51.521753,7,5,3,11,30,2012,130,182,20
-0.072243,51.515078,1,5,3,11,30,2012,16,197,9
-0.027855,51.511642,4,5,3,13,30,2012,468,221,20
-0.035063,51.524983,3,5,3,11,30,2012,128,227,10
-0.025606,51.526982,6,5,3,11,30,2012,455,209,15
-0.07346,51.516987,6,5,3,1202,30,2012,141,209,15
-0.071947,51.515253,2,5,3,11,30,2012,16,233,16
-0.021825,51.527728,2,5,3,11,30,2012,126,247,16
-0.057231,51.532546,6,5,3,107,20,2012,132,230,21
-0.042163,51.510713,3,5,4,145,30,2012,286,248,7
-0.05558,51.527303,7,5,3,107,30,2012,136,224,13
-0.066671,51.517325,3,5,3,11,30,2012,125,192,10
-0.06376,51.514579,5,5,3,13,30,2012,121,250,23
-0.042174,51.510443,7,5,3,1203,30,2012,286,252,18
-0.034923,51.52489,2,5,3,11,30,2012,128,219,14
-0.06288,51.518341,7,5,4,108,30,2012,127,217,12
-0.071837,51.524694,7,5,3,1209,30,2012,143,224,23
-0.071833,51.524784,7,5,4,134,30,2012,143,224,0
-0.053406,51.514048,5,5,3,13,30,2012,120,222,4
